song_id,song,album,artist,clean_lyrics
31,03_love_story,fearless,Taylor Swift,"we were both young when i first saw you i close my eyes and the flashback starts i'm standing there on a balcony in summer air see the lights, see the party, the ball gowns see you make your way through the crowd and say, ""hello"" little did i know that you were romeo, you were throwing pebbles and my daddy said, ""stay away from juliet"" and i was crying on the staircase begging you, ""please don't go,"" and i said romeo, take me somewhere we can be alone i'll be waiting, all there's left to do is run you'll be the prince and i'll be the princess it's a love story, baby, just say, ""yes"" so i sneak out to the garden to see you we keep quiet 'cause we're dead if they knew so close your eyes escape this town for a little while, oh, oh 'cause you were romeo, i was a scarlet letter and my daddy said, ""stay away from juliet"" but you were everything to me i was begging you, ""please don't go,"" and i said romeo, take me somewhere we can be alone i'll be waiting, all there's left to do is run you'll be the prince and i'll be the princess it's a love story, baby, just say, ""yes"" romeo, save me, they're trying to tell me how to feel this love is difficult, but it's real don't be afraid, we'll make it out of this mess it's a love story, baby, just say, ""yes"" oh, oh but i got tired of waiting wondering if you were ever coming around my faith in you was fading when i met you on the outskirts of town and i said ""romeo, save me, i've been feeling so alone i keep waiting for you, but you never come is this in my head? i don't know what to think"" he knelt to the ground and pulled out a ring, and said ""marry me, juliet, you'll never have to be alone i love you and that's all i really know i talked to your dad, go pick out a white dress it's a love story, baby, just say 'yes'"" oh, oh, oh oh, oh, oh 'cause we were both young when i first saw you"
32,04_hey_stephen,fearless,Taylor Swift,"mmm-mm, mm-mm mmm-mm, mm-mm mmm-mm, mm-mm, yeah hey, stephen, i know looks can be deceiving but i know i saw a light in you and as we walked, we were talking i didn't say half the things i wanted to of all the girls tossing rocks at your window i'll be the one waiting there even when it's cold hey, stephen, boy, you might have me believing i don't always have to be alone 'cause i can't help it if you look like an angel can't help it if i wanna kiss you in the rain so come feel this magic i've been feeling since i met you can't help it if there's no one else mmm, i can't help myself hey, stephen, i've been holding back this feeling so i got some things to say to you, ha i've seen it all, so i thought but i never seen nobody shine the way you do the way you walk, way you talk, way you say my name it's beautiful, wonderful, don't you ever change hey, stephen, why are people always leaving? i think you and i should stay the same 'cause i can't help it if you look like an angel can't help it if i wanna kiss you in the rain so come feel this magic i've been feeling since i met you can't help it if there's no one else mmm, i can't help myself they're dimming the street lights, you're perfect for me why aren't you here tonight? i'm waiting alone now, so come on and come out and pull me near and shine, shine, shine hey, stephen, i could give you fifty reasons why i should be the one you choose all those other girls, well, they're beautiful but would they write a song for you? (ha-ha) i can't help it if you look like an angel can't help it if i wanna kiss you in the rain so come feel this magic i've been feeling since i met you can't help it if there's no one else mmm, i can't help myself if you look like an angel can't help it if i wanna kiss you in the rain so come feel this magic i've been feeling since i met you can't help it if there's no one else mmm, i can't help myself myself can't help myself i can't help myself"
33,05_white_horse,fearless,Taylor Swift,"say you're sorry, that face of an angel comes out just when you need it to as i paced back and forth all this time 'cause i honestly believed in you holdin' on, the days drag on stupid girl, i shoulda known, i shoulda known that i'm not a princess, this ain't a fairytale i'm not the one you'll sweep off her feet, lead her up the stairwell this ain't hollywood, this is a small town i was a dreamer before you went and let me down now, it's too late for you and your white horse to come around maybe i was naive, got lost in your eyes and never really had a chance my mistake, i didn't know to be in love you had to fight to have the upper hand i had so many dreams about you and me happy endings, now, i know that i'm not a princess, this ain't a fairytale i'm not the one you'll sweep off her feet, lead her up the stairwell this ain't hollywood, this is a small town i was a dreamer before you went and let me down now, it's too late for you and your white horse to come around and there you are on your knees beggin' for forgiveness, beggin' for me just like i always wanted but i'm so sorry 'cause i'm not your princess, this ain't our fairytale i'm gonna find someone someday who might actually treat me well this is a big world, that was a small town there in my rear view mirror disappearing now and it's too late for you and your white horse now, it's too late for you and your white horse to catch me now oh, whoa, whoa, whoa try and catch me now, oh it's too late to catch me now"
34,06_you_belong_with_me,fearless,Taylor Swift,"you're on the phone with your girlfriend, she's upset she's going off about something that you said 'cause she doesn't get your humor like i do i'm in the room, it's a typical tuesday night i'm listening to the kind of music she doesn't like and she'll never know your story like i do 'cause she wears short skirts, i wear t-shirts she's cheer captain and i'm on the bleachers dreaming 'bout the day when you wake up and find that what you're looking for has been here the whole time if you could see that i'm the one who understands you been here all along, so why can't you see? you belong with me, you belong with me walk in the streets with you and your worn-out jeans i can't help thinking this is how it ought to be laughing on a park bench, thinking to myself hey, isn't this easy? and you've got a smile that can light up this whole town i haven't seen it in a while since she brought you down you say you're fine, i know you better than that hey, whatcha doing with a girl like that? she wears high heels, i wear sneakers she's cheer captain and i'm on the bleachers dreaming 'bout the day when you wake up and find that what you're looking for has been here the whole time if you could see that i'm the one who understands you been here all along, so why can't you see? you belong with me standing by and waiting at your back door all this time, how could you not know, baby? you belong with me, you belong with me oh, i remember you driving to my house in the middle of the night i'm the one who makes you laugh when you know you're 'bout to cry i know your favorite songs and you tell me 'bout your dreams think i know where you belong think i know it's with me can't you see that i'm the one who understands you been here all along, so why can't you see? you belong with me standing by and waiting at your back door all this time, how could you not know, baby? you belong with me, you belong with me you belong with me have you ever thought just maybe you belong with me? you belong with me"
35,07_breathe,fearless,Taylor Swift,"i see your face in my mind as i drive away 'cause none of us thought it was gonna end that way people are people and sometimes, we change our minds but it's killing me to see you go after all this time music starts playing like the end of a sad movie it's the kind of ending you don't really wanna see 'cause it's tragedy and it'll only bring you down now, i don't know what to be without you around and we know it's never simple, never easy never a clean break, no one here to save me you're the only thing i know like the back of my hand and i can't breathe without you, but i have to breathe without you, but i have to never wanted this, never wanna see you hurt every little bump in the road, i tried to swerve but people are people and sometimes, it doesn't work out nothing we say is gonna save us from the fall out and we know it's never simple, never easy never a clean break, no one here to save me you're the only thing i know like the back of my hand and i can't breathe without you, but i have to breathe without you but i have to it's 2 a.m, feeling like i just lost a friend hope you know it's not easy, easy for me it's 2 a.m, feeling like i just lost a friend hope you know this ain't easy, easy for me and we know it's never simple, never easy never a clean break, no one here to save me, oh-oh i can't breathe without you, but i have to breathe without you, but i have to breathe without you, but i have to i'm sorry, i'm sorry (mmm) i'm sorry, (yeah, yeah) i'm sorry i'm sorry, i'm sorry i'm sorry"
36,08_tell_me_why,fearless,Taylor Swift,"i took a chance, i took a shot and you might think i'm bulletproof, but i'm not you took a swing, i took it hard and down here from the ground, i see who you are i'm sick and tired of your attitude i'm feeling like i don't know you you tell me that you love me, then cut me down and i need you like a heartbeat but you know you got a mean streak that makes me run for cover when you're around and here's to you and your temper yes, i remember what you said last night and i know that you see what you're doing to me tell me why you could write a book on how to ruin someone's perfect day well, i get so confused and frustrated forget what i'm trying to say, oh i'm sick and tired of your reasons i got no one to believe in you tell me that you want me, then push me around and i need you like a heartbeat but you know you got a mean streak that makes me run for cover when you're around here's to you and your temper yes, i remember what you said last night and i know that you see what you're doing to me tell me why why do you have to make me feel small so you can feel whole inside? why do you have to put down my dreams so you're the only thing on my mind? i'm sick and tired of your attitude i'm feeling like i don't know you you tell me that you want me, then cut me down i'm sick and tired of your reasons i've got no one to believe in you ask me for my love, then you push me around here's to you and your temper yes, i remember what you said last night and i know that you see what you're doing to me tell me why (why) tell me why (why) i take a step back, let you go i told you i'm not bulletproof now you know"
37,09_you_re_not_sorry,fearless,Taylor Swift,"all this time i was wasting hoping you would come around i've been giving out chances every time and all you do is let me down and it's taken me this long, baby, but i've figured you out and you're thinking we'll be fine again, but not this time around you don't have to call anymore i won't pick up the phone this is the last straw don't wanna hurt anymore and you can tell me that you're sorry but i don't believe you, baby, like i did before you're not sorry (no, no, no, no) you're looking so innocent, i might believe you if i didn't know could've loved you all my life if you hadn't left me waiting in the cold and you've got your share of secrets and i'm tired of being last to know, oh and now, you're asking me to listen 'cause it's worked each time before but you don't have to call anymore i won't pick up the phone this is the last straw don't wanna hurt anymore and you can tell me that you're sorry but i don't believe you, baby, like i did before you're not sorry (no, no, no, no) you're not sorry (no, no, no, no) you had me crawling for you, honey, and it never would've gone away, no you used to shine so bright, but i watched all of it fade so you don't have to call anymore i won't pick up the phone this is the last straw there's nothing left to beg for and you can tell me that you're sorry but i don't believe you, baby, like i did before you're not sorry (no, no, no, no) you're not sorry (no, no, no, no) (no, no, no, no, no, no, no, no, no, no, no, no) woah, oh, oh-oh, oh-oh-oh (oh, oh, oh, no, no, no, no, no, no)"
38,10_the_way_i_love_you,fearless,Taylor Swift,"he is sensible and so incredible and all my single friends are jealous he says everything i need to hear and it's like i couldn't ask for anything better he opens up my door and i get into his car and he says, ""you look beautiful tonight"" and i feel perfectly fine but i miss screaming and fighting and kissing in the rain and it's 2am and i'm cursing your name you're so in love that you act insane and that's the way i loved you breaking down and coming undone it's a roller coaster kind of rush and i never knew i could feel that much and that's the way i loved you he respects my space and never makes me wait and he calls exactly when he says he will he's close to my mother talks business with my father he's charming and endearing and i'm comfortable but i miss screaming and fighting and kissing in the rain and it's 2am and i'm cursing your name you're so in love that you acted insane and that's the way i loved you breaking down and coming undone it's a, a roller coaster kind of rush and i never knew i could feel that much and that's the way i loved you he can't see the smile i'm faking and my heart's not breaking 'cause i'm not feeling anything at all and you were wild and crazy just so frustrating intoxicating, complicated got away by some mistake and now i miss screaming and fighting and kissing in the rain it's 2am and i'm cursing your name i'm so in love that i acted insane and that's the way i loved you breaking down and coming undone it's a roller coaster kind of rush and i never knew i could feel that much and that's the way i loved you, oh, oh and that's the way i loved you, oh, oh never knew i could feel that much and that's the way i loved you"
39,11_forever_always,fearless,Taylor Swift,"once upon a time i believe it was a tuesday when i caught your eye and we caught onto something i hold onto the night you looked me in the eye and told me you loved me were you just kidding? 'cause it seems to me this thing is breaking down, we almost never speak i don't feel welcome anymore baby, what happened? please, tell me 'cause one second, it was perfect now, you're halfway out the door and i stare at the phone, he still hasn't called and then you feel so low you can't feel nothing at all and you flashback to when he said, ""forever and always"" oh, and it rains in your bedroom everything is wrong it rains when you're here and it rains when you're gone 'cause i was there when you said, ""forever and always"" was i out of line? did i say something way too honest, made you run and hide like a scared little boy? i looked into your eyes thought i knew you for a minute, now, i'm not so sure so here's to everything coming down to nothing here's to silence that cuts me to the core where is this going? thought i knew for a minute, but i don't anymore and i stare at the phone, he still hasn't called and then you feel so low you can't feel nothing at all and you flashback to when he said, ""forever and always"" oh, and it rains in your bedroom everything is wrong it rains when you're here and it rains when you're gone 'cause i was there when you said, ""forever and always"" you didn't mean it, baby, i don't think so oh, back up, baby, back up did you forget everything? back up, baby, back up did you forget everything? 'cause it rains in your bedroom everything is wrong it rains when you're here and it rains when you're gone 'cause i was there when you said, ""forever and always"" oh, i stare at the phone, he still hasn't called and then you feel so low you can't feel nothing at all and you flashback to when we said, ""forever and always"" and it rains in your bedroom everything is wrong it rains when you're here and it rains when you're gone 'cause i was there when you said, ""forever and always"" you didn't mean it, baby you said, ""forever and always"", yeah"
40,12_the_best_day,fearless,Taylor Swift,"i'm five years old, it's getting cold, i've got my big coat on i hear your laugh and look up smiling at you, i run and run past the pumpkin patch and the tractor rides look now, the sky is gold i hug your legs and fall asleep on the way home i don't know why all the trees change in the fall but i know you're not scared of anything at all don't know if snow white's house is near or far away but i know i had the best day with you today i'm thirteen now and don't know how my friends could be so mean i come home crying and you hold me tight and grab the keys and we drive and drive until we found a town far enough away and we talk and window shop 'til i've forgotten all their names i don't know who i'm going to talk to now at school but i know i'm laughing on the car ride home with you don't know how long it's going to take to feel okay but i know i had the best day with you today i have an excellent father, his strength is making me stronger god smiles on my little brother, inside and out he's better than i am i grew up in a pretty house and i had space to run and i had the best days with you there is a video i found from back when i was three you set up a paint set in the kitchen and you're talking to me it's the age of princesses and pirate ships and the seven dwarfs and daddy's smart and you're the prettiest lady in the whole wide world and now, i know why all the trees change in the fall i know you were on my side even when i was wrong and i love you for giving me your eyes for staying back and watching me shine and i didn't know if you knew, so i'm taking this chance to say that i had the best day with you today"
41,13_change,fearless,Taylor Swift,"and it's a sad picture, the final blow hits you somebody else gets what you wanted again and you know it's all the same, another time and place repeating history and you're getting sick of it but i believe in whatever you do and i'll do anything to see it through because these things will change can you feel it now? these walls that they put up to hold us back will fall down this revolution, the time will come for us to finally win and we'll sing hallelujah, we'll sing hallelujah oh, oh so we've been outnumbered, raided, and now, cornered it's hard to fight when the fight ain’t fair we're getting stronger now, find things they never found they might be bigger but we're faster and never scared you can walk away, say we don't need this but there's something in your eyes says we can beat this 'cause these things will change can you feel it now? these walls that they put up to hold us back will fall down this revolution, the time will come for us to finally win and we'll sing hallelujah, we'll sing hallelujah oh, oh tonight, we stand, get off our knees fight for what we've worked for all these years and the battle was long, it's the fight of our lives but we'll stand up champions tonight it was the night things changed can you see it now? these walls that they put up to hold us back fell down it's a revolution, throw your hands up 'cause we never gave in and we'll sing hallelujah, we sang hallelujah hallelujah"
42,01_the_one,folklore,Taylor Swift,"i'm doing good, i'm on some new shit been saying ""yes"" instead of ""no"" i thought i saw you at the bus stop, i didn't though i hit the ground running each night i hit the sunday matinée you know the greatest films of all time were never made i guess you never know, never know and if you wanted me, you really should've showed and if you never bleed, you're never gonna grow and it's alright now but we were something, don't you think so? roaring twenties, tossing pennies in the pool and if my wishes came true it would've been you in my defense, i have none for never leaving well enough alone but it would've been fun if you would've been the one (ooh) i have this dream you're doing cool shit having adventures on your own you meet some woman on the internet and take her home we never painted by the numbers, baby but we were making it count you know the greatest loves of all time are over now i guess you never know, never know and it's another day waking up alone but we were something, don't you think so? roaring twenties, tossing pennies in the pool and if my wishes came true it would've been you in my defense, i have none for never leaving well enough alone but it would've been fun if you would've been the one i, i, i persist and resist the temptation to ask you if one thing had been different would everything be different today? we were something, don't you think so? rosé flowing with your chosen family and it would've been sweet if it could've been me in my defense, i have none for digging up the grave another time but it would've been fun if you would've been the one (ooh)"
43,02_cardigan,folklore,Taylor Swift,"vintage tee, brand new phone high heels on cobblestones when you are young, they assume you know nothing sequin smile, black lipstick sensual politics when you are young, they assume you know nothing but i knew you dancin' in your levi's drunk under a streetlight, i i knew you hand under my sweatshirt baby, kiss it better, i and when i felt like i was an old cardigan under someone's bed you put me on and said i was your favorite a friend to all is a friend to none chase two girls, lose the one when you are young, they assume you know nothing but i knew you playing hide-and-seek and giving me your weekends, i i knew you your heartbeat on the high line once in twenty lifetimes, i and when i felt like i was an old cardigan under someone's bed you put me on and said i was your favorite to kiss in cars and downtown bars was all we needed you drew stars around my scars but now i'm bleedin' 'cause i knew you steppin' on the last train marked me like a bloodstain, i i knew you tried to change the ending peter losing wendy, i i knew you leavin' like a father running like water, i and when you are young, they assume you know nothing but i knew you'd linger like a tattoo kiss i knew you'd haunt all of my what-ifs the smell of smoke would hang around this long 'cause i knew everything when i was young i knew i'd curse you for the longest time chasin' shadows in the grocery line i knew you'd miss me once the thrill expired and you'd be standin' in my front porch light and i knew you'd come back to me you'd come back to me and you'd come back to me and you'd come back and when i felt like i was an old cardigan under someone's bed you put me on and said i was your favorite"
44,03_the_last_great_american_dynasty,folklore,Taylor Swift,"rebekah rode up on the afternoon train, it was sunny her saltbox house on the coast took her mind off st. louis bill was the heir to the standard oil name and money and the town said, ""how did a middle-class divorcée do it?"" the wedding was charming, if a little gauche there's only so far new money goes they picked out a home and called it ""holiday house"" their parties were tasteful, if a little loud the doctor had told him to settle down it must have been her fault his heart gave out and they said ""there goes the last great american dynasty who knows, if she never showed up, what could've been there goes the maddest woman this town has ever seen she had a marvelous time ruining everything"" rebekah gave up on the rhode island set forever flew in all her bitch pack friends from the city filled the pool with champagne and swam with the big names and blew through the money on the boys and the ballet and losing on card game bets with dalí and they said ""there goes the last great american dynasty who knows, if she never showed up, what could've been there goes the most shameless woman this town has ever seen she had a marvelous time ruining everything"" they say she was seen on occasion pacing the rocks, staring out at the midnight sea and in a feud with her neighbor she stole his dog and dyed it key lime green fifty years is a long time holiday house sat quietly on that beach free of women with madness, their men and bad habits and then it was bought by me who knows, if i never showed up, what could've been there goes the loudest woman this town has ever seen i had a marvelous time ruining everything i had a marvelous time ruining everything a marvelous time ruining everything a marvelous time i had a marvelous time"
45,04_exile,folklore,Taylor Swift,"i can see you standing, honey with his arms around your body laughin', but the joke's not funny at all and it took you five whole minutes to pack us up and leave me with it holdin' all this love out here in the hall i think i've seen this film before and i didn't like the ending you're not my homeland anymore so what am i defending now? you were my town, now i'm in exile, seein' you out i think i've seen this film before ooh, ooh, ooh i can see you starin', honey like he's just your understudy like you'd get your knuckles bloody for me second, third, and hundredth chances balancin' on breaking branches those eyes add insult to injury i think i've seen this film before and i didn't like the ending i'm not your problem anymore so who am i offending now? you were my crown, now i'm in exile, seein' you out i think i've seen this film before so i'm leaving out the side door so step right out, there is no amount of crying i can do for you all this time we always walked a very thin line you didn't even hear me out (you didn't even hear me out) you never gave a warning sign (i gave so many signs) all this time i never learned to read your mind (never learned to read my mind) i couldn't turn things around (you never turned things around) 'cause you never gave a warning sign (i gave so many signs) so many signs, so many signs you didn't even see the signs i think i've seen this film before and i didn't like the ending you're not my homeland anymore so what am i defending now? you were my town, now i'm in exile, seein' you out i think i've seen this film before so i'm leavin' out the side door so step right out, there is no amount of crying i can do for you all this time we always walked a very thin line you didn't even hear me out (didn't even hear me out) you never gave a warning sign (i gave so many signs) all this time i never learned to read your mind (never learned to read my mind) i couldn't turn things around (you never turned things around) 'cause you never gave a warning sign (i gave so many signs) you never gave a warning sign (all this time) (so many signs) i never learned to read your mind (so many signs) i couldn't turn things around (i couldn't turn things around) 'cause you never gave a warning sign (you never gave a warning sign) you never gave a warning sign ah, ah"
46,05_my_tears_ricochet,folklore,Taylor Swift,"we gather here, we line up, weepin' in a sunlit room and if i'm on fire, you'll be made of ashes, too even on my worst day, did i deserve, babe all the hell you gave me? 'cause i loved you, i swear i loved you 'til my dying day i didn't have it in myself to go with grace and you're the hero flying around, saving face and if i'm dead to you, why are you at the wake? cursing my name, wishing i stayed look at how my tears ricochet we gather stones, never knowing what they'll mean some to throw, some to make a diamond ring you know i didn't want to have to haunt you but what a ghostly scene you wear the same jewels that i gave you as you bury me i didn't have it in myself to go with grace 'cause when i'd fight, you used to tell me i was brave and if i'm dead to you, why are you at the wake? cursing my name, wishing i stayed look at how my tears ricochet and i can go anywhere i want anywhere i want, just not home and you can aim for my heart, go for blood but you would still miss me in your bones and i still talk to you (when i'm screaming at the sky) and when you can't sleep at night (you hear my stolen lullabies) i didn't have it in myself to go with grace and so the battleships will sink beneath the waves you had to kill me, but it killed you just the same cursing my name, wishing i stayed you turned into your worst fears and you're tossing out blame, drunk on this pain crossing out the good years and you're cursing my name, wishing i stayed look at how my tears ricochet"
47,06_mirrorball,folklore,Taylor Swift,"i want you to know i'm a mirrorball i'll show you every version of yourself tonight i'll get you out on the floor shimmering beautiful and when i break, it's in a million pieces hush, when no one is around, my dear you'll find me on my tallest tiptoes spinning in my highest heels, love shining just for you hush, i know they said the end is near but i'm still on my tallest tiptoes spinning in my highest heels, love shining just for you i want you to know i'm a mirrorball i can change everything about me to fit in you are not like the regulars the masquerade revelers drunk as they watch my shattered edges glisten hush, when no one is around, my dear you'll find me on my tallest tiptoes spinning in my highest heels, love shining just for you hush, i know they said the end is near but i'm still on my tallest tiptoes spinning in my highest heels, love shining just for you and they called off the circus, burned the disco down when they sent home the horses and the rodeo clowns i'm still on that tightrope i'm still trying everything to get you laughing at me and i'm still a believer, but i don't know why i've never been a natural, all i do is try, try, try i'm still on that trapeze i'm still trying everything to keep you looking at me because i'm a mirrorball i'm a mirrorball and i'll show you every version of yourself tonight"
48,07_seven,folklore,Taylor Swift,"please picture me in the trees i hit my peak at seven feet in the swing over the creek i was too scared to jump in but i, i was high in the sky with pennsylvania under me are there still beautiful things? sweet tea in the summer cross your heart, won't tell no other and though i can’t recall your face i still got love for you your braids like a pattern love you to the moon and to saturn passed down like folk songs the love lasts so long and i've been meaning to tell you i think your house is haunted your dad is always mad and that must be why and i think you should come live with me and we can be pirates then you won't have to cry or hide in the closet and just like a folk song our love will be passed on please picture me in the weeds before i learned civility i used to scream ferociously any time i wanted i, i sweet tea in the summer cross my heart, won’t tell no other and though i can't recall your face i still got love for you pack your dolls and a sweater we'll move to india forever passed down like folk songs our love lasts so long"
49,08_august,folklore,Taylor Swift,"salt air, and the rust on your door i never needed anything more whispers of ""are you sure?"" ""never have i ever before"" but i can see us lost in the memory august slipped away into a moment in time 'cause it was never mine and i can see us twisted in bedsheets august sipped away like a bottle of wine 'cause you were never mine your back beneath the sun wishin' i could write my name on it will you call when you're back at school? i remember thinkin' i had you but i can see us lost in the memory august slipped away into a moment in time 'cause it was never mine and i can see us twisted in bedsheets august sipped away like a bottle of wine 'cause you were never mine back when we were still changin' for the better wanting was enough for me, it was enough to live for the hope of it all cancel plans just in case you'd call and say, ""meet me behind the mall"" so much for summer love and saying ""us"" 'cause you weren't mine to lose you weren't mine to lose, no but i can see us lost in the memory august slipped away into a moment in time 'cause it was never mine and i can see us twisted in bedsheets august sipped away like a bottle of wine 'cause you were never mine 'cause you were never mine never mine but do you remember? remember when i pulled up and said ""get in the car"" and then canceled my plans just in case you'd call? back when i was livin' for the hope of it all, for the hope of it all ""meet me behind the mall"" (remember when i pulled up and said ""get in the car"") (and then canceled my plans just in case you'd call?) (back when i was livin' for the hope of it all, for the hope of it all) (""meet me behind the mall"") remember when i pulled up and said ""get in the car"" and then canceled my plans just in case you'd call? back when i was livin' for the hope of it all (for the hope of it all) for the hope of it all, for the hope of it all (for the hope of it all, for the hope of it all)"
50,09_this_is_me_trying,folklore,Taylor Swift,"i've been having a hard time adjusting i had the shiniest wheels, now they're rusting i didn't know if you'd care if i came back i have a lot of regrets about that pulled the car off the road to the lookout could've followed my fears all the way down and maybe i don't quite know what to say but i'm here in your doorway i just wanted you to know that this is me trying i just wanted you to know that this is me trying they told me all of my cages were mental so i got wasted like all my potential and my words shoot to kill when i'm mad i have a lot of regrets about that i was so ahead of the curve, the curve became a sphere fell behind all my classmates and i ended up here pouring out my heart to a stranger but i didn't pour the whiskey i just wanted you to know that this is me trying i just wanted you to know that this is me trying at least i'm trying and it's hard to be at a party when i feel like an open wound it's hard to be anywhere these days when all i want is you you're a flashback in a film reel on the one screen in my town and i just wanted you to know that this is me trying (and maybe i don't quite know what to say) i just wanted you to know that this is me trying at least i'm trying"
51,10_illicit_affairs,folklore,Taylor Swift,"make sure nobody sees you leave hood over your head, keep your eyes down tell your friends you're out for a run you’ll be flushed when you return take the road less traveled by tell yourself you can always stop what started in beautiful rooms ends with meetings in parking lots and that's the thing about illicit affairs and clandestine meetings and longing stares it's born from just one single glance but it dies and it dies and it dies a million little times leave the perfume on the shelf that you picked out just for him so you leave no trace behind like you don’t even exist take the words for what they are a dwindling, mercurial high a drug that only worked the first few hundred times and that's the thing about illicit affairs and clandestine meetings and stolen stares they show their truth one single time but they lie and they lie and they lie a million little times and you wanna scream don't call me ""kid,"" don't call me ""baby"" look at this godforsaken mess that you made me you showed me colors you know i can't see with anyone else don't call me ""kid,"" don't call me ""baby"" look at this idiotic fool that you made me you taught me a secret language i can't speak with anyone else and you know damn well for you, i would ruin myself a million little times"
52,11_invisible_string,folklore,Taylor Swift,"green was the color of the grass where i used to read at centennial park i used to think i would meet somebody there teal was the color of your shirt when you were sixteen at the yogurt shop you used to work at to make a little money time, curious time gave me no compasses, gave me no signs were there clues i didn't see? and isn't it just so pretty to think all along there was some invisible string tying you to me? ooh-ooh-ooh-ooh bad was the blood of the song in the cab on your first trip to la you ate at my favorite spot for dinner bold was the waitress on our three-year trip getting lunch down by the lakes she said i looked like an american singer time, mystical time cutting me open, then healing me fine were there clues i didn't see? and isn't it just so pretty to think all along there was some invisible string tying you to me? ooh-ooh-ooh-ooh a string that pulled me out of all the wrong arms, right into that dive bar something wrapped all of my past mistakes in barbed wire chains around my demons wool to brave the seasons one single thread of gold tied me to you cold was the steel of my axe to grind for the boys who broke my heart now i send their babies presents gold was the color of the leaves when i showed you around centennial park hell was the journey, but it brought me heaven time, wondrous time gave me the blues and then purple-pink skies and it's cool, baby, with me and isn't it just so pretty to think all along there was some invisible string tying you to me? ooh-ooh-ooh-ooh me ooh-ooh-ooh-ooh (ah-ah-ah) (ah-ah-ah)"
53,12_mad_woman,folklore,Taylor Swift,"what did you think i'd say to that? does a scorpion sting when fighting back? they strike to kill, and you know i will you know i will what do you sing on your drive home? do you see my face in the neighbor's lawn? does she smile? or does she mouth, ""fuck you forever""? every time you call me crazy, i get more crazy what about that? and when you say i seem angry, i get more angry and there's nothing like a mad woman what a shame she went mad no one likes a mad woman you made her like that and you'll poke that bear 'til her claws come out and you find something to wrap your noose around and there's nothing like a mad woman now i breathe flames each time i talk my cannons all firin' at your yacht they say, ""move on,"" but you know i won't and women like hunting witches too doing your dirtiest work for you it's obvious that wanting me dead has really brought you two together every time you call me crazy, i get more crazy what about that? and when you say i seem angry, i get more angry and there's nothing like a mad woman what a shame she went mad no one likes a mad woman you made her like that and you'll poke that bear 'til her claws come out and you find something to wrap your noose around and there's nothing like a mad woman i'm taking my time, taking my time 'cause you took everything from me watching you climb, watching you climb over people like me the master of spin has a couple side flings good wives always know she should be mad, should be scathing like me, but no one likes a mad woman what a shame she went mad you made her like that"
54,13_epiphany,folklore,Taylor Swift,"keep your helmet, keep your life, son just a flesh wound, here's your rifle crawling up the beaches now ""sir, i think he's bleeding out"" and some things you just can't speak about with you i serve, with you i fall down, down watch you breathe in, watch you breathing out, out something med school did not cover someone's daughter, someone's mother holds your hand through plastic now ""doc, i think she's crashing out"" and some things you just can't speak about only twenty minutes to sleep but you dream of some epiphany just one single glimpse of relief to make some sense of what you've seen with you i serve, with you i fall down, down (down) watch you breathe in, watch you breathing out, out with you i serve (with you i serve), with you i fall down (down), down (down) watch you breathe in (watch you breathe in), watch you breathing out (out), out (out) only twenty minutes to sleep but you dream of some epiphany just one single glimpse of relief to make some sense of what you've seen"
55,14_betty,folklore,Taylor Swift,"betty, i won't make assumptions about why you switched your homeroom, but i think it's 'cause of me betty, one time, i was riding on my skateboard when i passed your house it's like i couldn't breathe you heard the rumors from inez you can't believe a word she says most times, but this time, it was true the worst thing that i ever did was what i did to you but if i just showed up at your party would you have me? would you want me? would you tell me to go fuck myself or lead me to the garden? in the garden, would you trust me if i told you it was just a summer thing? i'm only seventeen, i don't know anything but i know i miss you betty, i know where it all went wrong your favorite song was playing from the far side of the gym i was nowhere to be found i hate the crowds, you know that plus, i saw you dance with him you heard the rumors from inez you can't believe a word she says most times, but this time, it was true the worst thing that i ever did was what i did to you but if i just showed up at your party would you have me? would you want me? would you tell me to go fuck myself or lead me to the garden? in the garden, would you trust me if i told you it was just a summer thing? i'm only seventeen, i don't know anything but i know i miss you i was walking home on broken cobblestones just thinking of you when she pulled up like a figment of my worst intentions she said, ""james, get in, let's drive"" those days turned into nights slept next to her, but i dreamt of you all summer long betty, i'm here on your doorstep and i planned it out for weeks now but it's finally sinkin' in betty, right now is the last time i can dream about what happens when you see my face again the only thing i wanna do is make it up to you so i showed up at your party yeah, i showed up at your party yeah, i showed up at your party will you have me? will you love me? will you kiss me on the porch in front of all your stupid friends? if you kiss me, will it be just like i dreamed it? will it patch your broken wings? i'm only seventeen, i don't know anything but i know i miss you standing in your cardigan kissin' in my car again stopped at a streetlight you know i miss you"
